text,label
BDO-Web: Account maintenance required. Please re-login to avoid login errors: bdo-maint-fix.net,Bank Scam
RCBC-Alert: Unauthorized access detected. Please change your password: rcbc-password-reset.ph,Bank Scam
JILI-QUEEN: Get 200 free credits today! No turnover needed. Laro na: jili-queen-slots.com,Gambling Promotion
MAYA-Gift: You have 1 unclaimed gift from Maya. Open it now: tinyurl.com/maya-gift-open,"Bank Scam, Phishing"
GCASH-LUCKY: You are today's lucky user! Claim your P500 reward: bit.ly/gc-lucky-user,"Bank Scam, Gambling Promotion, Phishing"
NINJAVAN: Parcel failed to deliver. Update address to reschedule: ninjavan-parcel-fix.ph,Ham
PH-BET: Most trusted online casino. Fast cashout via GCash. Reg now: ph-bet-online.com,"Bank Scam, Gambling Promotion"
BPI: Critical update for BPI app users. Install the new security patch: bpi-patch-secure.net,Bank Scam
LOAN-NOW: Lowest interest rates in the PH. Borrow up to P100k today: bit.ly/loan-now-ph,Phishing
"SHOPEE-Alert: Account logged in on Desktop. If this is not you, secure it: shopee-sec-portal.ph",Ham
MAYA-Verify: Final notice for KYC update. Protect your funds now: maya-kyc-verify.net,Bank Scam
G-CASH: Get P100 bonus for inviting friends. Promo is valid today: bit.ly/gc-referral-ph,"Bank Scam, Gambling Promotion, Phishing"
PNB-Alert: Your account is temporarily disabled. Reactivate via portal: pnb-reactivate-acct.ph,Bank Scam
SABONG-MASTER: Watch live cockfighting and win big. 100% Legit: sabong-master-live.com,Gambling Promotion
METRO-BANK: System maintenance. Re-sync your device for better banking: metro-bank-sync.ph,Ham
J&T: You have a package #7761 waiting. Pay P50 for redelivery: jt-express-billing.net,Ham
LUCKY-SLOTS: 200% match bonus on your first deposit. Join the fun: lucky-slots-ph.com,Gambling Promotion
GCASH-Promo: You are chosen for the G-Loan special rate. Apply now: gcash-special-loan.ph,Bank Scam
DITO-SURPRISE: Free 5GB for old subscribers. Claim your gift here: bit.ly/dito-gift-5gb,Phishing
"HIRING-REMOTE: Online task assistant needed. P5,000 per week. Register: bit.ly/remote-task-ph","Gambling Promotion, Phishing"
BDO-Notice: Urgent security update required for all cardholders: bdo-card-update.net,Bank Scam
MAYA-Alert: Potential fraud detected in your last transaction. Check now: maya-fraud-check.ph,Bank Scam
JILI-BOSS: Get 50 free spins today! Big win is waiting for you: jili-boss-slots.com,Gambling Promotion
FLASH-EXPRESS: Your item is on the way. Confirm address for faster delivery: flash-express-trace.net,Ham
LAZADA-REWARDS: You have 1000 points expiring. Redeem as voucher: bit.ly/laz-points-redeem,Phishing
"CASH-MABALIS: Approved ka agad! P50k max loan, low interest. Get cash: cash-mabilis-ph.com",Ham
GCASH-Center: Final reminder for SIM-Reg sync. Avoid account ban: bit.ly/gc-sim-reg,"Bank Scam, Phishing"
SHOPEE-SALE: Biggest price drop! Everything at P1 today. Shop here: shopee-piso-sale.ph,Ham
BPI-Online: We updated our terms. Please accept to continue using app: bpi-terms-update.ph,Bank Scam
NINJAVAN-Alert: Tracking #77821. Address is incomplete. Fix it here: ninjavan-fix-ph.net,Ham
PH-WINNER: Daily raffle starts now! P10k prizes for 10 winners. Join: ph-winner-raffle.com,Phishing
MAYA-Wallet: You received a transfer of P500. Login to check: maya-wallet-check.ph,Bank Scam
GCASH-Help: Someone tried to link your GCash to a computer. Block it: bit.ly/gc-block-auth,"Bank Scam, Phishing"
BDO-Advisory: Card deactivation in progress. Update details to stop: bdo-card-info.net,Bank Scam
"LOAN-AGAD: No requirements, instant P5,000 for first timers. Apply: loan-agad-ph.com",Ham
J&T-Notice: Parcel delivery unsuccessful. Schedule another date: jt-reschedule-ph.net,Ham
JILI-KING: New game unlocked! Free credits for new players: jili-king-casino.ph,Gambling Promotion
METRO-PORTAL: Alert! Password change successful. Not you? Revert here: metro-portal-reset.ph,Ham
HIRING: Online customer service. P20k monthly. Homebased. Apply: bit.ly/ph-cs-job,Phishing
MAYA-Promo: Use Maya to pay and get 50% discount today: bit.ly/maya-promo-50,"Bank Scam, Phishing"
"GCASH-LUCKY: Your number won P1,000 in our G-Raffle! Claim now: gcash-raffle-winner.ph","Bank Scam, Phishing"
DITO-Notice: SIM Registration is mandatory. Register here to keep service: dito-sim-reg.net,Ham
FLASH-TRACK: Your package is arriving. Track real-time location here: flash-track-live.ph,Ham
LAZ-VOUCHER: You earned a P500 off voucher for your next order. Claim: bit.ly/laz-vouch-500,Phishing
CASH-PORTAL: Borrow money without stress. Approved in 10 mins: bit.ly/cash-portal-ph,Phishing
"BPI-Secure: We blocked a P10,000 payment to STEAM. If not you, click: bpi-secure-verify.net",Bank Scam
NINJAVAN: Final delivery attempt today. Update your number: ninjavan-update-ph.com,Ham
PH-SLOTS: Best slot games in town. Register now and get free credits: ph-slots-best.ph,Gambling Promotion
GCASH-Notice: Your G-Insure is about to expire. Renew now to stay protected: bit.ly/gc-renew,"Bank Scam, Phishing"
BDO: Your mobile banking access is blocked. Follow link to unblock: bdo-unblock-portal.net,Bank Scam
MAYA-Security: Suspicious login from unknown browser. Secure your acct: maya-secure-login.ph,Bank Scam
JILI-ACE: Jackpot alert! Someone just won P100k. Be the next winner: jili-ace-slots.com,"Gambling Promotion, Phishing"
FLASH-EXPRESS: Your parcel #FE-881 is out for delivery. Rate our driver: bit.ly/flash-rate-ph,Phishing
LAZADA-SALE: 12.12 Mega Sale is here! Get up to 95% discount. Shop: bit.ly/laz-1212-sale,Phishing
CASH-SPEED: Instant cash loan for workers. No processing fee. Apply d2: cashspeed.ph,Ham
GCASH-RAFFLE: Congratulations! You won P5k. Claim your reward now: gcash-raffle-ph.net,"Bank Scam, Phishing"
BPI-Update: Please update your contact info to avoid service interruption: bpi-contact-upd.ph,Bank Scam
J&T-TRACK: Your package is delayed due to weather. See new date: jt-track-parcel.net,Ham
PH-CASINO: Register today and get 200 free credits. 100% Legit: ph-casino-online.ph,Gambling Promotion
MAYA-Center: Urgent notice! Your account verification is incomplete: maya-verify-now.ph,Bank Scam
"GCASH-Alert: Unauthorized login detected from Pasig City. If not you, click: bit.ly/gc-security","Bank Scam, Phishing"
"SHOPEE-WIN: You won a P1,000 voucher! Valid for today's purchase: shopee-voucher-win.ph",Phishing
BDO-Alert: Someone is trying to access your account. Secure it now: bdo-security-auth.net,Bank Scam
"NINJAVAN: Delivery failed, driver cannot find address. Correct it: ninjavan-address-fix.ph",Phishing
"METRO-CASH: Get up to P50,000 loan with low interest. Metrobank users only: bit.ly/metro-loan","Bank Scam, Phishing"
P0W3R-WIN: Play online and win real money. Fast cashout via Maya: power-win-casino.ph,"Bank Scam, Gambling Promotion"
MAYA-Alert: Verify your account to avoid P50 service fee. Click link: maya-verify-portal.ph,Bank Scam
GCASH-Security: Your account is limited. Submit ID to restore access: gcash-id-verify.net,Bank Scam
DITO-PROMO: Unli data for 1 month for only P199. Selected users only: bit.ly/dito-unli,Phishing
FLASH-EXPRESS: Package confirmed. Track your delivery status here: flash-track-order.ph,Ham
LAZ-DEAL: Flash sale started! Items as low as P5. Shop now: bit.ly/laz-flash-deal,Phishing
"HIRING-PH: Remote job available. P1,500 daily. No experience needed: bit.ly/hiring-ph-online",Phishing
BDO-Web: Security maintenance. Please login to verify your account: bdo-security-maint.net,Bank Scam
RCBC-Alert: Potential fraud in your last transaction. Confirm now: rcbc-fraud-confirm.ph,Bank Scam
JILI-QUEEN: Get 100 free spins today! Register now: jili-queen-slots.ph,Gambling Promotion
MAYA-Gift: You have 1 unclaimed reward. Open it now: maya-reward-open.ph,"Bank Scam, Phishing"
GCASH-LUCKY: You are the lucky user of the day! Get P1k: bit.ly/gc-lucky-day,"Bank Scam, Gambling Promotion, Phishing"
NINJAVAN-Alert: Parcel delayed. See status and new delivery date: ninjavan-parcel-status.ph,Ham
PH-BET: Most trusted online casino. Fast cashout via GCash: ph-bet-casino.ph,"Bank Scam, Gambling Promotion"
BPI-Alert: We updated our security system. Please login to verify: bpi-security-update.net,Bank Scam
LOAN-NOW: Lowest rates ever! Borrow up to P200k today: bit.ly/loan-now-philippines,Phishing
SHOPEE-Alert: Unauthorized login from Chrome. Secure your acct: shopee-security-check.ph,Ham
MAYA-Verify: Final notice for identity verification. Protect funds: maya-identity-verify.net,Bank Scam
G-CASH: Earn P50 for every friend you refer. Start today: bit.ly/gc-referral-link,"Bank Scam, Phishing"
PNB-Notice: Your account is restricted. Re-verify via link: pnb-account-verify.ph,Bank Scam
SABONG-MASTER: Live sabong starts in 5 minutes! Bet now: sabong-master-bet.ph,Gambling Promotion
METRO-BANK: System upgrade. Please re-sync your mobile app: metro-app-upgrade.net,Ham
J&T-Notice: You have an unclaimed parcel. Pay P30 for shipping: jt-parcel-claim.ph,Ham
LUCKY-SLOTS: 100% bonus on your first deposit. Play now: lucky-slots-online.ph,Gambling Promotion
GCASH-Promo: You are eligible for a pre-approved G-Loan. Claim d2: bit.ly/gc-gloan-apply,"Bank Scam, Phishing"
DITO-GIFT: Free 2GB data for 3 days. Claim your gift here: bit.ly/dito-free-gift,Phishing
"HIRING-ONLINE: Online assistant needed. P3,000 per week. Apply: bit.ly/hiring-online-ph",Phishing
BDO-Notice: Urgent security update for your online banking access: bdo-access-update.net,Bank Scam
MAYA-Alert: Unusual transaction detected. Verify your account: maya-transaction-verify.ph,Bank Scam
JILI-BOSS: 50 free credits for new members! Register today: jili-boss-slots.ph,Gambling Promotion
FLASH-TRACK: Your parcel is on the way. Check status: flash-express-status.ph,Ham
LAZADA-REWARDS: You have 500 points expiring. Redeem now: bit.ly/laz-points-claim,Phishing
"CASH-MABALIS: Approved ka agad! P20k max loan, low interest: cash-mabilis-online.ph",Ham
GCASH-Center: Final reminder for SIM registration sync: bit.ly/gc-sim-sync,"Bank Scam, Phishing"
SHOPEE-SALE: Price drop! Items as low as P10 today. Shop: shopee-price-drop.ph,Ham
BPI-Online: Important update to terms and conditions. Accept here: bpi-terms-accept.ph,Bank Scam
NINJAVAN-Alert: Parcel tracking #88921. Incorrect address: ninjavan-address-update.ph,Ham
PH-WINNER: Daily raffle winner announced! See if you won: ph-winner-results.ph,Phishing
"MAYA-Wallet: You received P1,000 via Maya. Check balance: maya-wallet-status.ph",Bank Scam
GCASH-Help: Block unauthorized login attempts here: bit.ly/gc-login-security,"Bank Scam, Phishing"
BDO-Advisory: Card will be blocked in 24 hours. Update info: bdo-card-status.net,Bank Scam
"LOAN-AGAD: Instant P10,000 loan for first time borrowers: loan-agad-online.ph",Ham
J&T-Notice: Your package is out for delivery. Track now: jt-delivery-track.ph,Ham
JILI-KING: Double your winnings with our new slots. Reg now: jili-king-slots.ph,Gambling Promotion
"METRO-PORTAL: Password change alert. If not you, reset now: metro-password-reset.ph",Ham
HIRING: Online reviewer needed. P500 per task. Join: bit.ly/hiring-ph-task,Phishing
MAYA-Promo: Get 20% cashback on all bills payment today: bit.ly/maya-bills-cashback,"Bank Scam, Phishing"
GCASH-LUCKY: Congratulations! You won a P2k gift card: gcash-luck-winner.ph,"Bank Scam, Phishing"
DITO-Notice: Final reminder for SIM-Reg. Register to keep service: dito-sim-portal.ph,Ham
FLASH-TRACK: Your item is arriving. Track driver location: flash-driver-track.ph,Ham
LAZ-VOUCHER: P200 off voucher waiting for you. Claim here: bit.ly/laz-voucher-claim,Phishing
CASH-PORTAL: Borrow money easily. No requirements. Apply: bit.ly/cash-portal-apply,Phishing
"BPI-Secure: Payment of P5,000 to LAZADA blocked. Not you? Click: bpi-fraud-alert.net",Bank Scam
NINJAVAN: Final attempt today. Update your location for delivery: ninjavan-location-fix.ph,Ham
PH-SLOTS: Best slot games in the PH! Register for free credits: ph-slots-casino.ph,Gambling Promotion
GCASH-Notice: Your G-Cash insurance is active. View policy d2: bit.ly/gc-policy-view,"Bank Scam, Phishing"
BDO: Your account is on hold. Re-verify your identity now: bdo-verify-now.net,Bank Scam
MAYA-Security: Unauthorized access attempt detected. Secure acct: maya-security-portal.ph,Bank Scam
JILI-ACE: Jackpot alert! Someone won P50k. Play now: jili-ace-slots.ph,Gambling Promotion
FLASH-EXPRESS: Your parcel is out for delivery. Check status: flash-express-track.net,Ham
LAZADA-SALE: 11.11 Mega Sale! Discounts up to 90%. Shop: bit.ly/laz-1111-mega,Phishing
CASH-SPEED: Quick cash loan up to P30k. Apply today: cash-speed-online.ph,Ham
GCASH-RAFFLE: You won P10k in our G-Raffle! Claim it now: gcash-raffle-claim.net,Bank Scam
BPI-Update: Update your contact info today for better service: bpi-contact-update.net,Bank Scam
J&T-TRACK: Your item #FE-221 is ready for delivery. Track: jt-track-order.ph,Ham
PH-CASINO: Register and get 150 free credits. Join now: ph-casino-online.net,Gambling Promotion
MAYA-Center: Final warning! Account verification required: maya-verify-status.ph,Bank Scam
GCASH-Alert: Unauthorized access from Quezon City. Click: bit.ly/gc-secure-acct,"Bank Scam, Phishing"
SHOPEE-WIN: You won a P500 voucher! Use code WIN500 at checkout: shopee-win-500.ph,Phishing
BDO-Alert: Unusual activity in your account. Verify now: bdo-security-check.net,Bank Scam
"NINJAVAN: Delivery failed, incorrect number. Update d2: ninjavan-number-fix.ph",Phishing
METRO-CASH: Instant P30k loan for Metrobank users. Apply: bit.ly/metro-cash-loan,"Bank Scam, Phishing"
P0W3R-WIN: Play best slots and win big prizes today: power-win-casino.net,Gambling Promotion
MAYA-Alert: Verify identity to keep account active. Click: maya-identity-check.ph,Bank Scam
GCASH-Security: Account restricted. Upload ID for verification: gcash-id-portal.ph,Bank Scam
DITO-PROMO: Unli calls and texts for 30 days. P149 only: bit.ly/dito-unli-promo,Phishing
FLASH-EXPRESS: Order confirmed. Track your item here: flash-order-track.net,Ham
LAZ-DEAL: Flash sale! Items as low as P1. Shop now: bit.ly/laz-flash-sale,Phishing
"HIRING-PH: Homebased job available. P2,000 daily kita. No exp: bit.ly/hiring-ph-task",Phishing
BDO-Web: Account maintenance in progress. Please re-login: bdo-maint-portal.net,Bank Scam
RCBC-Alert: Unauthorized login detected. Secure your account: rcbc-security-portal.ph,Bank Scam
JILI-QUEEN: 50 free spins today for new players. Join: jili-queen-casino.net,Gambling Promotion
MAYA-Gift: Open your gift box today and win prizes: maya-gift-raffle.ph,Bank Scam
GCASH-LUCKY: Lucky user alert! You won P500 credits: bit.ly/gc-luck-day-win,"Bank Scam, Gambling Promotion, Phishing"
NINJAVAN-Alert: Your parcel is delayed due to high volume. Track: ninjavan-track.ph,Ham
PH-BET: Most trusted online casino. Cashout via GCash: ph-bet-casino.net,"Bank Scam, Gambling Promotion"
BPI-Alert: We updated our mobile app. Install update now: bpi-app-update.net,Bank Scam
LOAN-NOW: Borrow up to P500k with low interest rates: bit.ly/loan-now-ph-apply,Phishing
"SHOPEE-Alert: New login from Firefox. If not you, click: shopee-security-portal.net",Ham
MAYA-Verify: Urgent notice! Update your KYC to keep funds safe: maya-kyc-check.ph,Bank Scam
G-CASH: Get P50 for every referral. Start sharing now: bit.ly/gc-referral-portal,"Bank Scam, Phishing"
PNB-Notice: Your account has been restricted. Re-verify here: pnb-account-fix.ph,Bank Scam
SABONG-MASTER: Watch live matches and win big today: sabong-master-live.net,Gambling Promotion
METRO-BANK: System maintenance. Re-sync your device today: metro-bank-sync.net,Ham
J&T-Notice: Unclaimed package waiting. Pay P50 for shipping: jt-parcel-claim.net,Ham
LUCKY-SLOTS: 50% bonus on all deposits today. Play: lucky-slots-online.net,Gambling Promotion
GCASH-Promo: Pre-approved G-Loan available for you. Apply: bit.ly/gc-gloan-apply-now,"Bank Scam, Phishing"
DITO-GIFT: Free 1GB data for 2 days. Claim your gift here: bit.ly/dito-free-data,Phishing
"HIRING-ONLINE: Online assistant needed. P2,000 weekly kita. Apply: bit.ly/hiring-online",Phishing
BDO-Notice: Security update for online banking cardholders: bdo-card-update.ph,Bank Scam
MAYA-Alert: Unusual transaction detected in your acct. Check: maya-fraud-check.net,Bank Scam
JILI-BOSS: Free 100 credits for new members! Register: jili-boss-slots.net,Gambling Promotion
FLASH-TRACK: Parcel on the way. Check real-time status here: flash-track-status.net,Ham
LAZADA-REWARDS: 500 points expiring today. Redeem now: bit.ly/laz-redeem-points,Phishing
CASH-MABALIS: Instant loan up to P10k. Approved in 5 mins: cash-mabilis-app.ph,Ham
GCASH-Center: SIM registration sync is mandatory. Do it d2: bit.ly/gc-sim-sync-portal,"Bank Scam, Phishing"
SHOPEE-SALE: Biggest price drop ever! Everything P5 today: shopee-mega-sale.ph,Ham
BPI-Online: We updated our terms. Please login to accept: bpi-terms-check.ph,Bank Scam
NINJAVAN-Alert: Tracking #99812. Address missing details: ninjavan-address-fix.net,Ham
PH-WINNER: Daily raffle winner announced! Check results d2: ph-winner-results.net,Phishing
"MAYA-Wallet: You received P2,000 via Maya. Login to see: maya-wallet-info.ph",Bank Scam
GCASH-Help: Secure your account against unauthorized logins: bit.ly/gc-help-center,"Bank Scam, Phishing"
BDO-Advisory: Card will be blocked soon. Update details: bdo-card-verify.net,Bank Scam
"LOAN-AGAD: Quick P5,000 loan for workers. Approved in minutes: loan-agad-app.ph",Ham
J&T-Notice: Package is out for delivery. Track driver: jt-driver-track.net,Ham
JILI-KING: Win big with our new slot games! Join now: jili-king-casino.net,Gambling Promotion
METRO-PORTAL: Alert! Unauthorized password change. Reset here: metro-reset-portal.net,Ham
"HIRING: App reviewer needed. P1,000 per day kita. Join: bit.ly/ph-app-jobs",Phishing
MAYA-Promo: Get 10% cashback on Maya wallet top-up today: bit.ly/maya-topup-cashback,"Bank Scam, Phishing"
GCASH-LUCKY: Congratulations! You won a P5k shopping voucher: gcash-winner-shoppee.ph,"Bank Scam, Phishing"
DITO-Notice: SIM Registration deadline today. Register now: dito-sim-reg-portal.ph,Ham
FLASH-TRACK: Your parcel is arriving. Check live status: flash-live-track.net,Ham
LAZ-VOUCHER: P500 off voucher for you. Claim it today: bit.ly/laz-voucher-claim-now,Phishing
CASH-PORTAL: Instant loans for all. No requirements needed: bit.ly/cash-portal-ph-apply,Phishing
"BPI-Secure: P2,000 payment to GCASH blocked. Not you? Click: bpi-security-check.net",Bank Scam
NINJAVAN: Final attempt. Update your number for delivery: ninjavan-number-portal.ph,Ham
PH-SLOTS: Best games and highest winnings today. Join: ph-slots-best.net,Gambling Promotion
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: bit.ly/gcash-verify-me,"Bank Scam, Phishing"
BOSS! 747LIVE na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: bit.ly/update-ph-2025,"Bank Scam, Gambling Promotion, Phishing"
J&T Express: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: flash-parcel-tracking.net,Phishing
"Landbank Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: jili-bet.ph/register","Bank Scam, Gambling Promotion"
SIM Registration: Your SIM is not yet registered. Avoid blocking tonight. Register at: t.me/earn-daily-ph,Ham
WINNER! Chosen ur cell # for P500k Lazada Anniversary anniversary promo. Call now: 09177778888,Phishing
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: bit.ly/gcash-verify-me,"Bank Scam, Phishing"
WINNER! Chosen ur cell # for iPhone 15 Pro PCSO anniversary promo. Call now: 09556667778,Phishing
Good day! Im recruiter from TikTok Shop. Your resume is qualified for 5k/day job. Click to apply: flash-parcel-tracking.net,Ham
RCBC: Your account is restricted. Please verify identity now to avoid deactivation: bit.ly/update-ph-2025,"Bank Scam, Phishing"
"BPI Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: bdo-secure-login.xyz","Bank Scam, Phishing"
SIM Registration: Your SIM is not yet registered. Avoid blocking tonight. Register at: bit.ly/update-ph-2025,"Gambling Promotion, Phishing"
BOSS! 777PUB na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: wa.me/63912345678,"Bank Scam, Gambling Promotion, Phishing"
Unionbank: Your account is restricted. Please verify identity now to avoid deactivation: flash-parcel-tracking.net,Bank Scam
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: jili-bet.ph/register,Gambling Promotion
BOSS! JILI777 na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: t.me/earn-daily-ph,"Bank Scam, Gambling Promotion"
Hiring: Lazada Part-time/Homebase. Earn 3000-8000 daily using phone. Msg us: jili-bet.ph/register,Gambling Promotion
Good day! Im recruiter from TikTok Shop. Your resume is qualified for 5k/day job. Click to apply: wa.me/63912345678,Phishing
Flash Express: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: flash-parcel-tracking.net,Phishing
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: t.me/earn-daily-ph,Phishing
999BET: 200% bonus! Register na and start winning. Laro na d2: wa.me/63912345678,"Gambling Promotion, Phishing"
BDO: Your account is suspended. Please verify identity now to avoid deactivation: flash-parcel-tracking.net,Bank Scam
Metrobank: Your account is detected suspicious login. Please verify identity now to avoid deactivation: tinyurl.com/win-today-ph,"Bank Scam, Phishing"
"C0NGRATS! Ur number won Toyota Vios from Lazada Anniversary. To claim prize, pls call Atty. Reyes 09283334444. DTI#0921",Phishing
"C0NGRATS! Ur number won iPhone 15 Pro from PCSO. To claim prize, pls call Atty. Reyes 09556667778. DTI#0921",Phishing
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: bdo-secure-login.xyz,"Bank Scam, Phishing"
Hiring: TikTok Shop Part-time/Homebase. Earn 3000-8000 daily using phone. Msg us: 09951234567,Ham
WIN-PH: Malambot ang slots today! Register na and start winning. Laro na d2: flash-parcel-tracking.net,Gambling Promotion
BOSS! MCW na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: flash-parcel-tracking.net,"Bank Scam, Gambling Promotion"
777PUB: Malambot ang slots today! Register na and start winning. Laro na d2: tinyurl.com/win-today-ph,"Gambling Promotion, Phishing"
Hiring: Lazada Part-time/Homebase. Earn 2k-5k daily using phone. Msg us: bit.ly/gcash-verify-me,"Bank Scam, Phishing"
Flash Express: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: flash-parcel-tracking.net,Phishing
BOSS! JILI-BET na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: bdo-secure-login.xyz,"Bank Scam, Gambling Promotion, Phishing"
"BPI Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: wa.me/63912345678","Bank Scam, Phishing"
"C0NGRATS! Ur number won P500k from Lazada Anniversary. To claim prize, pls call Atty. Reyes 09177778888. DTI#0921",Phishing
BDO: Your account is suspended. Please verify identity now to avoid deactivation: flash-parcel-tracking.net,Bank Scam
Hiring: Lazada Part-time/Homebase. Earn 3000-8000 daily using phone. Msg us: bdo-secure-login.xyz,"Bank Scam, Phishing"
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: jili-bet.ph/register,"Gambling Promotion, Phishing"
777PUB: Malambot ang slots today! Register na and start winning. Laro na d2: t.me/earn-daily-ph,Gambling Promotion
"C0NGRATS! Ur number won P500k from Puregold. To claim prize, pls call Atty. Reyes 09151112222. DTI#0921",Phishing
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: tinyurl.com/win-today-ph,Phishing
Flash Express: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: jili-bet.ph/register,"Gambling Promotion, Phishing"
WIN-PH: 200% bonus! Register na and start winning. Laro na d2: jili-bet.ph/register,Gambling Promotion
188BET: Malambot ang slots today! Register na and start winning. Laro na d2: tinyurl.com/win-today-ph,"Gambling Promotion, Phishing"
"C0NGRATS! Ur number won P100k from Shell. To claim prize, pls call Atty. Reyes 09556667778. DTI#0921",Phishing
BDO: Your account is under review. Please verify identity now to avoid deactivation: jili-bet.ph/register,"Bank Scam, Gambling Promotion"
"GCASH Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: bit.ly/update-ph-2025","Bank Scam, Phishing"
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: flash-parcel-tracking.net,Ham
SIM Registration: Your SIM is not yet registered. Avoid blocking tonight. Register at: bit.ly/update-ph-2025,"Gambling Promotion, Phishing"
Hiring: Lazada Part-time/Homebase. Earn 3000-8000 daily using phone. Msg us: t.me/earn-daily-ph,Ham
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: flash-parcel-tracking.net,Phishing
SIM Registration: Your SIM is not yet registered. Avoid blocking tonight. Register at: t.me/earn-daily-ph,Ham
"C0NGRATS! Ur number won P1M from Lazada Anniversary. To claim prize, pls call Atty. Reyes 09951234567. DTI#0921",Phishing
Hiring: Lazada Part-time/Homebase. Earn 500-1500 daily using phone. Msg us: 09556667778,Ham
GrabExpress: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: jili-bet.ph/register,"Gambling Promotion, Phishing"
Metrobank: Your account is restricted. Please verify identity now to avoid deactivation: bdo-secure-login.xyz,"Bank Scam, Phishing"
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: flash-parcel-tracking.net,Ham
JILI-BET: Daily 50 pesos free! Register na and start winning. Laro na d2: tinyurl.com/win-today-ph,"Gambling Promotion, Phishing"
Hiring: Zalora Part-time/Homebase. Earn 1k-3k daily using phone. Msg us: t.me/earn-daily-ph,Ham
J&T Express: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: flash-parcel-tracking.net,Phishing
"C0NGRATS! Ur number won iPhone 15 Pro from Lazada Anniversary. To claim prize, pls call Atty. Reyes 09151112222. DTI#0921",Phishing
WINNER! Chosen ur cell # for P100k Petron anniversary promo. Call now: 09177778888,Phishing
BOSS! JILI777 na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: wa.me/63912345678,"Bank Scam, Gambling Promotion, Phishing"
BOSS! JILI777 na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: wa.me/63912345678,"Bank Scam, Gambling Promotion, Phishing"
WINNER! Chosen ur cell # for P1M Puregold anniversary promo. Call now: 09123456789,Phishing
"C0NGRATS! Ur number won P500k from Coca-Cola. To claim prize, pls call Atty. Reyes 09283334444. DTI#0921",Phishing
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: wa.me/63912345678,Phishing
Good day! Im recruiter from Amazon PH. Your resume is qualified for 5k/day job. Click to apply: tinyurl.com/win-today-ph,Phishing
"Landbank Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: tinyurl.com/win-today-ph","Bank Scam, Phishing"
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: jili-bet.ph/register,"Gambling Promotion, Phishing"
BOSS! JILI777 na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: bit.ly/gcash-verify-me,"Bank Scam, Gambling Promotion, Phishing"
MAYA: Your account is restricted. Please verify identity now to avoid deactivation: bit.ly/gcash-verify-me,"Bank Scam, Phishing"
BOSS! 777PUB na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: t.me/earn-daily-ph,Bank Scam
BOSS! JILI777 na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: bit.ly/gcash-verify-me,"Bank Scam, Gambling Promotion, Phishing"
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: tinyurl.com/win-today-ph,Phishing
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: bdo-secure-login.xyz,"Bank Scam, Phishing"
PNB: Your account is restricted. Please verify identity now to avoid deactivation: t.me/earn-daily-ph,Bank Scam
WINNER! Chosen ur cell # for Toyota Vios SM Supermalls anniversary promo. Call now: 09556667778,Phishing
BDO: Your account is locked. Please verify identity now to avoid deactivation: t.me/earn-daily-ph,Bank Scam
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: wa.me/63912345678,Phishing
SIM Registration: Your SIM is not yet registered. Avoid blocking tonight. Register at: jili-bet.ph/register,Gambling Promotion
"C0NGRATS! Ur number won P1M from Puregold. To claim prize, pls call Atty. Reyes 09123456789. DTI#0921",Phishing
