text,label
Looking for extra income? TikTok Shop needs 50 people for remote work. Register: bit.ly/secure-ph-920626,Gambling
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-404330,Phishing
Winner! Chosen mobile # for P100k Globe Rewards lucky draw. Claim at 09380355773.,Phishing
Ur the lucky winner of Honda Click 125i from 7-Eleven. Valid for 24hrs. Pls call 09817159081.,Phishing
Sali na sa pinaka-malambot na slots sa 188BET. Dito ang daming nananalo: bit.ly/secure-ph-935758,Gambling
Work from home! Zalora online tasks. P589 per order. Msg us: wa.me/639538715377,Phishing
"Your BPI credit card has been used for P50,000 voucher. Report if unauthorized: bit.ly/secure-ph-871240","Bank Scam, Phishing"
Part-time Job hiring! Amazon PH is looking for staff. Earn 2k-5k daily. Apply: bit.ly/secure-ph-201853,Phishing
Part-time Job hiring! Shopee is looking for staff. Earn flexible pay daily. Apply: bit.ly/secure-ph-360912,Phishing
Apple ID: Someone logged in from Hong Kong. Secure account: bit.ly/secure-ph-455717,Phishing
Verify your PNB mobile number to avoid account deletion. Update here: bit.ly/secure-ph-272188,Bank Scam
New member bonus from BINGOPLUS! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-110826,"Bank Scam, Gambling"
Your RCBC credit card has been used for 1 Million. Report if unauthorized: bit.ly/secure-ph-388109,Bank Scam
GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-683214,Phishing
"Hi, I'm recruiter for Remote Staff. Your profile is selected for 2k-5k pay. Info: bit.ly/secure-ph-348517",General Spam
Work from home! Shopee online tasks. P534 per order. Msg us: wa.me/639342215482,Phishing
Sali na sa pinaka-malambot na slots sa G-SLOT. Dito ang daming nananalo: bit.ly/secure-ph-635071,Gambling
"C0NGRATS! Napili ur # for 1 Million from SM Supermalls. To claim, call Atty. Santos 09464979609.",Phishing
Entrego: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-585119,Phishing
Easy money! Like and follow for Amazon PH and get 250 daily. Apply now: wa.me/639472221115,Phishing
Looking for extra income? Facebook Affiliate needs 50 people for remote work. Register: bit.ly/secure-ph-128014,"Gambling, Phishing"
"Hi, I'm recruiter for Zalora. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-494530",General Spam
Sali na sa pinaka-malambot na slots sa BINGOPLUS. Dito ang daming nananalo: bit.ly/secure-ph-823569,Gambling
BOSS! Swerte mo today. Panalo na sa BINGOPLUS. Free 816 credits: bit.ly/secure-ph-102786,Gambling
Withdraw your winnings in 2 mins! Join OKBET now and get 67 free: bit.ly/secure-ph-191141,Gambling
EastWest: Ur account is detected suspicious activity. Pls verify identity now d2: bit.ly/secure-ph-304874,Bank Scam
"C0NGRATS! Napili ur # for P50,000 voucher from Petron. To claim, call Atty. Reyes 09885656478.",Phishing
"C0NGRATS! Napili ur # for P50,000 voucher from Lazada Anniversary. To claim, call Atty. Gomez 09395445275.",Phishing
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-406482 to avoid deactivation.,Gambling
Withdraw your winnings in 2 mins! Join 777PUB now and get 393 free: bit.ly/secure-ph-887183,Gambling
Easy money! Like and follow for Amazon PH and get 663 daily. Apply now: wa.me/639238512978,Phishing
Your order #74836 delivery failed. Update address to avoid return: bit.ly/secure-ph-774670,Phishing
Apple ID: Someone logged in from Hong Kong. Secure account: bit.ly/secure-ph-534065,Phishing
Laro na sa OKBET! Get Malambot ang slots today pag nag-register today. Link d2: bit.ly/secure-ph-923998,Gambling
"Hi, I'm recruiter for Telegram Task. Your profile is selected for P800-P2000 pay. Info: bit.ly/secure-ph-396085",General Spam
"RCBC Alert! Someone tried to access your wallet from Quezon City. If not you, block: bit.ly/secure-ph-369897",Bank Scam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-698966,Phishing
Sali na sa pinaka-malambot na slots sa JILI-BET. Dito ang daming nananalo: bit.ly/secure-ph-166265,Gambling
New member bonus from JILI777! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-506800,"Bank Scam, Gambling"
PCSO: Lucky number mo nanalo ng 1 Million! Tawagan si Secretary Tan 09475266089.,General Spam
Apple ID: Someone logged in from China. Secure account: bit.ly/secure-ph-995926,Phishing
Your MAYA credit card has been used for P100k. Report if unauthorized: bit.ly/secure-ph-432344,Bank Scam
Work from home! Shopee online tasks. P819 per order. Msg us: wa.me/639490565902,Phishing
Laro na sa MEGA-PANALO! Get Jackpot is waiting pag nag-register today. Link d2: bit.ly/secure-ph-694552,Gambling
Laro na sa SUREWIN! Get Malambot ang slots today pag nag-register today. Link d2: bit.ly/secure-ph-549028,Gambling
Apple ID: Someone logged in from Singapore. Secure account: bit.ly/secure-ph-970883,Phishing
Sali na sa pinaka-malambot na slots sa OKBET. Dito ang daming nananalo: bit.ly/secure-ph-381483,Gambling
"Unionbank Alert! Someone tried to access your wallet from Hong Kong. If not you, block: bit.ly/secure-ph-100659",Bank Scam
Your order #57213 delivery failed. Update address to avoid return: bit.ly/secure-ph-374817,Phishing
Laro na sa BINGOPLUS! Get Fast withdrawal guaranteed pag nag-register today. Link d2: bit.ly/secure-ph-418998,Gambling
GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-138422,Phishing
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-545431 to avoid deactivation.,Gambling
PCSO: Lucky number mo nanalo ng P300k! Tawagan si Secretary Villanueva 09891338390.,General Spam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-494297,Phishing
Globe/Smart: Redeem your unclaimed iPad Air now. Click to claim: bit.ly/secure-ph-835506,General Spam
"RCBC Alert! Someone tried to access your wallet from Pasay. If not you, block: bit.ly/secure-ph-119884",Bank Scam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-923422,Phishing
Work from home! Data Encoder online tasks. P690 per order. Msg us: wa.me/639999432389,Phishing
"Hi, I'm recruiter for Telegram Task. Your profile is selected for P800-P2000 pay. Info: bit.ly/secure-ph-711304",General Spam
"Hi, I'm recruiter for Shopee. Your profile is selected for 1k-3k pay. Info: bit.ly/secure-ph-776241",General Spam
Apple ID: Someone logged in from Russia. Secure account: bit.ly/secure-ph-442235,Phishing
BOSS! Swerte mo today. Panalo na sa 777PUB. Free 628 credits: bit.ly/secure-ph-692137,Gambling
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-629486,Phishing
Withdraw your winnings in 2 mins! Join BINGOPLUS now and get 226 free: bit.ly/secure-ph-778539,Gambling
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-804255,Phishing
Landbank: Ur account is restricted. Pls verify identity now d2: bit.ly/secure-ph-967516,Bank Scam
Work from home! Data Encoder online tasks. P587 per order. Msg us: wa.me/639690593612,Phishing
Globe/Smart: Redeem your unclaimed Honda Click 125i now. Click to claim: bit.ly/secure-ph-331653,General Spam
Your Metrobank credit card has been used for P500k. Report if unauthorized: bit.ly/secure-ph-130220,Bank Scam
MA'AM/SIR! BDO iAccess needs validation due to suspicious activity: bit.ly/secure-ph-592867,Bank Scam
Globe/Smart: Redeem your unclaimed Honda Click 125i now. Click to claim: bit.ly/secure-ph-250602,General Spam
Withdraw your winnings in 2 mins! Join JILI777 now and get 513 free: bit.ly/secure-ph-850080,Gambling
"Hi, I'm recruiter for Shopee. Your profile is selected for P10,000 weekly pay. Info: bit.ly/secure-ph-820831",General Spam
Sali na sa pinaka-malambot na slots sa MCW. Dito ang daming nananalo: bit.ly/secure-ph-220101,Gambling
Easy money! Like and follow for Zalora and get 322 daily. Apply now: wa.me/639593702271,Phishing
"Your Chinabank credit card has been used for 250,000 PHP. Report if unauthorized: bit.ly/secure-ph-564046",Bank Scam
Your order #79940 delivery failed. Update address to avoid return: bit.ly/secure-ph-747529,Phishing
Apple ID: Someone logged in from Unknown Location. Secure account: bit.ly/secure-ph-874703,Phishing
Looking for extra income? Data Encoder needs 50 people for remote work. Register: bit.ly/secure-ph-345293,Gambling
Your PSBank credit card has been used for P300k. Report if unauthorized: bit.ly/secure-ph-691539,Bank Scam
PNB: Ur account is unauthorized login. Pls verify identity now d2: bit.ly/secure-ph-361333,Bank Scam
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-697766 to avoid deactivation.,Gambling
Globe/Smart: Redeem your unclaimed Galaxy S24 now. Click to claim: bit.ly/secure-ph-112528,General Spam
MAYA: Ur account is suspended. Pls verify identity now d2: bit.ly/secure-ph-173064,Bank Scam
Easy money! Like and follow for Facebook Affiliate and get 996 daily. Apply now: wa.me/639877171034,Phishing
BOSS! Swerte mo today. Panalo na sa JILI777. Free 879 credits: bit.ly/secure-ph-713269,Gambling
"PCSO: Lucky number mo nanalo ng 250,000 PHP! Tawagan si Secretary Gomez 09388896634.",General Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-813696,Phishing
Looking for extra income? Zalora needs 50 people for remote work. Register: bit.ly/secure-ph-256565,Gambling
EastWest: Ur account is detected suspicious activity. Pls verify identity now d2: bit.ly/secure-ph-978709,Bank Scam
BOSS! Swerte mo today. Panalo na sa MCW. Free 896 credits: bit.ly/secure-ph-552028,Gambling
Winner! Chosen mobile # for P800k SM Supermalls lucky draw. Claim at 09975022881.,Phishing
MA'AM/SIR! RCBC iAccess needs validation due to suspicious activity: bit.ly/secure-ph-403905,Bank Scam
Your BPI credit card has been used for P300k. Report if unauthorized: bit.ly/secure-ph-425678,Bank Scam
Withdraw your winnings in 2 mins! Join JILI777 now and get 302 free: bit.ly/secure-ph-149770,Gambling
Laro na sa 747LIVE! Get Fast withdrawal guaranteed pag nag-register today. Link d2: bit.ly/secure-ph-443231,Gambling
Easy money! Like and follow for Zalora and get 183 daily. Apply now: wa.me/639510558714,Phishing
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-163645,Phishing
"GCASH Alert! Someone tried to access your wallet from Manila. If not you, block: bit.ly/secure-ph-705187",Bank Scam
PCSO: Lucky number mo nanalo ng 1 Million! Tawagan si Secretary Gomez 09556074300.,General Spam
Work from home! Lazada online tasks. P429 per order. Msg us: wa.me/639564714140,Phishing
Your BPI credit card has been used for P800k. Report if unauthorized: bit.ly/secure-ph-899945,Bank Scam
New member bonus from MEGA-PANALO! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-407038,"Bank Scam, Gambling"
"Hi, I'm recruiter for Remote Staff. Your profile is selected for P800-P2000 pay. Info: bit.ly/secure-ph-822567",General Spam
MA'AM/SIR! Chinabank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-260504,Bank Scam
Your order #59261 delivery failed. Update address to avoid return: bit.ly/secure-ph-565453,Phishing
Globe/Smart: Redeem your unclaimed Toyota Vios now. Click to claim: bit.ly/secure-ph-612978,General Spam
Apple ID: Someone logged in from Singapore. Secure account: bit.ly/secure-ph-181918,Phishing
Your order #96084 delivery failed. Update address to avoid return: bit.ly/secure-ph-205476,Phishing
Laro na sa 777PUB! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-248434,Gambling
AUB: Ur account is flagged for verification. Pls verify identity now d2: bit.ly/secure-ph-595822,Bank Scam
Easy money! Like and follow for Facebook Affiliate and get 470 daily. Apply now: wa.me/639640852765,Phishing
BOSS! Swerte mo today. Panalo na sa MCW. Free 855 credits: bit.ly/secure-ph-947590,Gambling
BOSS! Swerte mo today. Panalo na sa G-SLOT. Free 260 credits: bit.ly/secure-ph-992732,Gambling
PNB: Ur account is unauthorized login. Pls verify identity now d2: bit.ly/secure-ph-309675,Bank Scam
Part-time Job hiring! Lazada is looking for staff. Earn P800-P2000 daily. Apply: bit.ly/secure-ph-165409,Phishing
Globe/Smart: Redeem your unclaimed Galaxy S24 now. Click to claim: bit.ly/secure-ph-863217,General Spam
"C0NGRATS! Napili ur # for 250,000 PHP from Puregold. To claim, call Atty. Reyes 09314551106.",Phishing
Verify your Landbank mobile number to avoid account deletion. Update here: bit.ly/secure-ph-127778,"Bank Scam, Gambling"
Verify your EastWest mobile number to avoid account deletion. Update here: bit.ly/secure-ph-333652,Bank Scam
Withdraw your winnings in 2 mins! Join G-SLOT now and get 610 free: bit.ly/secure-ph-756006,Gambling
"C0NGRATS! Napili ur # for P50,000 voucher from Smart GigaLife. To claim, call Atty. Santos 09449462332.",Phishing
Verify your Chinabank mobile number to avoid account deletion. Update here: bit.ly/secure-ph-332416,Bank Scam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-741723,Phishing
Globe/Smart: Redeem your unclaimed NMAX Motorcycle now. Click to claim: bit.ly/secure-ph-253606,General Spam
Work from home! Amazon PH online tasks. P650 per order. Msg us: wa.me/639661719889,Phishing
Looking for extra income? YouTube Liker needs 50 people for remote work. Register: bit.ly/secure-ph-173614,Gambling
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-235932,Phishing
Apple ID: Someone logged in from Quezon City. Secure account: bit.ly/secure-ph-658969,Phishing
Laro na sa JILI777! Get No deposit bonus pag nag-register today. Link d2: bit.ly/secure-ph-733746,Gambling
Part-time Job hiring! Facebook Affiliate is looking for staff. Earn P800-P2000 daily. Apply: bit.ly/secure-ph-933569,Phishing
Work from home! Data Encoder online tasks. P264 per order. Msg us: wa.me/639773245248,Phishing
"Hi, I'm recruiter for TikTok Shop. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-114898",General Spam
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-789810 to avoid deactivation.,Gambling
PSBank: Ur account is expiring today. Pls verify identity now d2: bit.ly/secure-ph-699460,Bank Scam
Apple ID: Someone logged in from Singapore. Secure account: bit.ly/secure-ph-473138,Phishing
Globe/Smart: Redeem your unclaimed Honda Click 125i now. Click to claim: bit.ly/secure-ph-471186,General Spam
Withdraw your winnings in 2 mins! Join BINGOPLUS now and get 269 free: bit.ly/secure-ph-734959,Gambling
"PNB Alert! Someone tried to access your wallet from Hong Kong. If not you, block: bit.ly/secure-ph-926765",Bank Scam
"C0NGRATS! Napili ur # for P800k from Puregold. To claim, call Atty. Gomez 09744222781.",Phishing
"Winner! Chosen mobile # for 250,000 PHP Shell lucky draw. Claim at 09535894517.",Phishing
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-250356,Phishing
"C0NGRATS! Napili ur # for P300k from Smart GigaLife. To claim, call Atty. Torres 09533827234.",Phishing
"Security Bank Alert! Someone tried to access your wallet from Manila. If not you, block: bit.ly/secure-ph-731552",Bank Scam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-756108,Phishing
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-141893 to avoid deactivation.,Gambling
"C0NGRATS! Napili ur # for 250,000 PHP from Coca-Cola. To claim, call Atty. Lopez 09602588240.",Phishing
"Hi, I'm recruiter for Amazon PH. Your profile is selected for flexible pay pay. Info: bit.ly/secure-ph-156400",Phishing
BDO: Ur account is expiring today. Pls verify identity now d2: bit.ly/secure-ph-905998,Bank Scam
Apple ID: Someone logged in from Cebu. Secure account: bit.ly/secure-ph-453072,Phishing
Withdraw your winnings in 2 mins! Join 188BET now and get 587 free: bit.ly/secure-ph-355717,Gambling
Ur the lucky winner of iPhone 15 Pro from Shopee Raffle. Valid for 24hrs. Pls call 09930772449.,Phishing
Easy money! Like and follow for Zalora and get 747 daily. Apply now: wa.me/639521689462,Phishing
MA'AM/SIR! PNB iAccess needs validation due to suspicious activity: bit.ly/secure-ph-280959,Bank Scam
"C0NGRATS! Napili ur # for P800k from Coca-Cola. To claim, call Atty. Bautista 09145656607.",Phishing
Apple ID: Someone logged in from Pasay. Secure account: bit.ly/secure-ph-366379,Phishing
"Hi, I'm recruiter for Data Encoder. Your profile is selected for 2k-5k pay. Info: bit.ly/secure-ph-877199",General Spam
Withdraw your winnings in 2 mins! Join 747LIVE now and get 496 free: bit.ly/secure-ph-817442,General Spam
PCSO: Lucky number mo nanalo ng 1 Million! Tawagan si Secretary Gomez 09974547812.,General Spam
Work from home! TikTok Shop online tasks. P86 per order. Msg us: wa.me/639697227391,Phishing
MA'AM/SIR! AUB iAccess needs validation due to suspicious activity: bit.ly/secure-ph-995845,Bank Scam
Verify your BDO mobile number to avoid account deletion. Update here: bit.ly/secure-ph-693192,Bank Scam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-979644,Phishing
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-515183 to avoid deactivation.,Gambling
Apple ID: Someone logged in from Davao. Secure account: bit.ly/secure-ph-624829,Phishing
Laro na sa 747LIVE! Get Free spin daily pag nag-register today. Link d2: bit.ly/secure-ph-405249,Gambling
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-700282,Phishing
Part-time Job hiring! Shopee is looking for staff. Earn 1k-3k daily. Apply: bit.ly/secure-ph-906401,Phishing
Part-time Job hiring! Lazada is looking for staff. Earn 500-1500 daily. Apply: bit.ly/secure-ph-884517,Phishing
BOSS! Swerte mo today. Panalo na sa G-SLOT. Free 222 credits: bit.ly/secure-ph-996035,Gambling
Part-time Job hiring! Data Encoder is looking for staff. Earn P800-P2000 daily. Apply: bit.ly/secure-ph-758583,Phishing
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-829869,Phishing
Part-time Job hiring! Remote Staff is looking for staff. Earn P800-P2000 daily. Apply: bit.ly/secure-ph-412794,Phishing
Work from home! Lazada online tasks. P975 per order. Msg us: wa.me/639548380623,Phishing
New member bonus from SUREWIN! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-974061,"Bank Scam, Gambling"
MA'AM/SIR! Chinabank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-478530,Bank Scam
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-771411,Phishing
"BPI Alert! Someone tried to access your wallet from Pasay. If not you, block: bit.ly/secure-ph-696702",Bank Scam
Globe/Smart: Redeem your unclaimed iPad Air now. Click to claim: bit.ly/secure-ph-873529,General Spam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-888609,Phishing
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-775721 to avoid deactivation.,Gambling
Laro na sa MCW! Get Fast withdrawal guaranteed pag nag-register today. Link d2: bit.ly/secure-ph-331007,Gambling
"Metrobank Alert! Someone tried to access your wallet from China. If not you, block: bit.ly/secure-ph-793403",Bank Scam
GoTyme: Ur account is suspended. Pls verify identity now d2: bit.ly/secure-ph-744743,General Spam
Your order #41022 delivery failed. Update address to avoid return: bit.ly/secure-ph-859861,Phishing
Apple ID: Someone logged in from Davao. Secure account: bit.ly/secure-ph-163205,Phishing
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-489227,Phishing
MA'AM/SIR! Security Bank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-633054,Bank Scam
"Hi, I'm recruiter for Shopee. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-887253",General Spam
"Hi, I'm recruiter for Facebook Affiliate. Your profile is selected for flexible pay pay. Info: bit.ly/secure-ph-678701",Phishing
New member bonus from OKBET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-971439,"Bank Scam, Gambling"
RCBC: Ur account is detected suspicious activity. Pls verify identity now d2: bit.ly/secure-ph-498308,Bank Scam
Apple ID: Someone logged in from Manila. Secure account: bit.ly/secure-ph-735294,Phishing
"C0NGRATS! Napili ur # for P50,000 voucher from Coca-Cola. To claim, call Atty. Villanueva 09802915430.",Phishing
"PSBank Alert! Someone tried to access your wallet from Manila. If not you, block: bit.ly/secure-ph-286569",Bank Scam
Globe/Smart: Redeem your unclaimed Toyota Vios now. Click to claim: bit.ly/secure-ph-305304,General Spam
Work from home! Remote Staff online tasks. P484 per order. Msg us: wa.me/639147929369,Phishing
Your Landbank credit card has been used for P500k. Report if unauthorized: bit.ly/secure-ph-196930,Bank Scam
Looking for extra income? Shopee needs 50 people for remote work. Register: bit.ly/secure-ph-396213,Gambling
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-711523,Phishing
MA'AM/SIR! GCASH iAccess needs validation due to suspicious activity: bit.ly/secure-ph-326106,Bank Scam
"PNB Alert! Someone tried to access your wallet from Singapore. If not you, block: bit.ly/secure-ph-431834",Bank Scam
PCSO: Lucky number mo nanalo ng P500k! Tawagan si Secretary Bautista 09797802181.,General Spam
Laro na sa MCW! Get No deposit bonus pag nag-register today. Link d2: bit.ly/secure-ph-289021,Gambling
Apple ID: Someone logged in from Singapore. Secure account: bit.ly/secure-ph-678822,Phishing
Verify your GoTyme mobile number to avoid account deletion. Update here: bit.ly/secure-ph-234303,General Spam
Part-time Job hiring! Shopee is looking for staff. Earn 3000-8000 daily. Apply: bit.ly/secure-ph-913054,Phishing
Work from home! YouTube Liker online tasks. P790 per order. Msg us: wa.me/639879243988,Phishing
LBC: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-194410,Phishing
Flash Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-486176,Phishing
Your order #74856 delivery failed. Update address to avoid return: bit.ly/secure-ph-306544,Phishing
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-199248,Phishing
Your MAYA credit card has been used for P500k. Report if unauthorized: bit.ly/secure-ph-910036,Bank Scam
Looking for extra income? Facebook Affiliate needs 50 people for remote work. Register: bit.ly/secure-ph-104150,"Gambling, Phishing"
Apple ID: Someone logged in from Singapore. Secure account: bit.ly/secure-ph-118816,Phishing
J&T Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-709710,Phishing
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-491375,Phishing
"Winner! Chosen mobile # for P50,000 voucher SM Supermalls lucky draw. Claim at 09436390991.",Phishing
Apple ID: Someone logged in from Manila. Secure account: bit.ly/secure-ph-166164,Phishing
Apple ID: Someone logged in from Russia. Secure account: bit.ly/secure-ph-363760,Phishing
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-589297 to avoid deactivation.,Gambling
Withdraw your winnings in 2 mins! Join 747LIVE now and get 537 free: bit.ly/secure-ph-684128,General Spam
Looking for extra income? Telegram Task needs 50 people for remote work. Register: bit.ly/secure-ph-804233,Gambling
Verify your BPI mobile number to avoid account deletion. Update here: bit.ly/secure-ph-121031,Bank Scam
Apple ID: Someone logged in from Russia. Secure account: bit.ly/secure-ph-904589,Phishing
Laro na sa 747LIVE! Get 200% bonus pag nag-register today. Link d2: bit.ly/secure-ph-873712,Gambling
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-819028 to avoid deactivation.,Gambling
GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-917775,"Gambling, Phishing"
"Hi, I'm recruiter for Facebook Affiliate. Your profile is selected for P800-P2000 pay. Info: bit.ly/secure-ph-616202",Phishing
Globe/Smart: Redeem your unclaimed Galaxy S24 now. Click to claim: bit.ly/secure-ph-974673,General Spam
"Hi, I'm recruiter for Remote Staff. Your profile is selected for 3000-8000 pay. Info: bit.ly/secure-ph-696864",General Spam
Globe/Smart: Redeem your unclaimed iPhone 15 Pro now. Click to claim: bit.ly/secure-ph-906745,General Spam
Sali na sa pinaka-malambot na slots sa 777CASINO. Dito ang daming nananalo: bit.ly/secure-ph-493474,Gambling
Sali na sa pinaka-malambot na slots sa 999BET. Dito ang daming nananalo: bit.ly/secure-ph-561983,Gambling
"RCBC Alert! Someone tried to access your wallet from Russia. If not you, block: bit.ly/secure-ph-820652",Bank Scam
Easy money! Like and follow for Data Encoder and get 385 daily. Apply now: wa.me/639334894100,Phishing
Work from home! TikTok Shop online tasks. P798 per order. Msg us: wa.me/639903953319,Phishing
Looking for extra income? Amazon PH needs 50 people for remote work. Register: bit.ly/secure-ph-479309,"Gambling, Phishing"
Globe/Smart: Redeem your unclaimed MacBook Pro now. Click to claim: bit.ly/secure-ph-100197,General Spam
Laro na sa JILI-BET! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-690555,Gambling
BOSS! Swerte mo today. Panalo na sa SUREWIN. Free 933 credits: bit.ly/secure-ph-644011,Gambling
Part-time Job hiring! Facebook Affiliate is looking for staff. Earn 3000-8000 daily. Apply: bit.ly/secure-ph-264501,Phishing
Apple ID: Someone logged in from Hong Kong. Secure account: bit.ly/secure-ph-378161,Phishing
"Hi, I'm recruiter for Facebook Affiliate. Your profile is selected for 2k-5k pay. Info: bit.ly/secure-ph-891189",Phishing
Winner! Chosen mobile # for 1 Million 7-Eleven lucky draw. Claim at 09333656774.,Phishing
Verify your EastWest mobile number to avoid account deletion. Update here: bit.ly/secure-ph-854357,Bank Scam
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-221386 to avoid deactivation.,Gambling
"Your PSBank credit card has been used for 250,000 PHP. Report if unauthorized: bit.ly/secure-ph-940151",Bank Scam
Easy money! Like and follow for Shopee and get 786 daily. Apply now: wa.me/639163272249,Phishing
Globe/Smart: Redeem your unclaimed Honda Click 125i now. Click to claim: bit.ly/secure-ph-537206,General Spam
Your order #33492 delivery failed. Update address to avoid return: bit.ly/secure-ph-747532,Phishing
Verify your GoTyme mobile number to avoid account deletion. Update here: bit.ly/secure-ph-558450,General Spam
Part-time Job hiring! TikTok Shop is looking for staff. Earn 2k-5k daily. Apply: bit.ly/secure-ph-526495,Phishing
"BPI Alert! Someone tried to access your wallet from Hong Kong. If not you, block: bit.ly/secure-ph-955277",Bank Scam
Apple ID: Someone logged in from Cebu. Secure account: bit.ly/secure-ph-907478,Phishing
Your order #46971 delivery failed. Update address to avoid return: bit.ly/secure-ph-414308,Phishing
New member bonus from MCW! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-855234,"Bank Scam, Gambling"
Looking for extra income? Shopee needs 50 people for remote work. Register: bit.ly/secure-ph-359239,Gambling
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-459112,Phishing
PCSO: Lucky number mo nanalo ng P800k! Tawagan si Secretary Torres 09534252961.,General Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-538349,Phishing
Verify your AUB mobile number to avoid account deletion. Update here: bit.ly/secure-ph-950438,Bank Scam
BOSS! Swerte mo today. Panalo na sa WIN-PH. Free 957 credits: bit.ly/secure-ph-210538,Gambling
"Hi, I'm recruiter for Remote Staff. Your profile is selected for 2k-5k pay. Info: bit.ly/secure-ph-926225",General Spam
J&T Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-816322,Phishing
PHLPost: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-306709,Phishing
Winner! Chosen mobile # for P800k Puregold lucky draw. Claim at 09367607080.,Phishing
BOSS! Swerte mo today. Panalo na sa 777CASINO. Free 810 credits: bit.ly/secure-ph-135104,Gambling
MA'AM/SIR! Landbank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-822613,Bank Scam
Metrobank: Ur account is flagged for verification. Pls verify identity now d2: bit.ly/secure-ph-175352,Bank Scam
MA'AM/SIR! EastWest iAccess needs validation due to suspicious activity: bit.ly/secure-ph-550213,Bank Scam
Withdraw your winnings in 2 mins! Join P0BWC now and get 896 free: bit.ly/secure-ph-527291,General Spam
BOSS! Swerte mo today. Panalo na sa MEGA-PANALO. Free 911 credits: bit.ly/secure-ph-554677,Gambling
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-778502,Phishing
BOSS! Swerte mo today. Panalo na sa MCW. Free 766 credits: bit.ly/secure-ph-342072,Gambling
Your order #61750 delivery failed. Update address to avoid return: bit.ly/secure-ph-237905,Phishing
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-734631,Phishing
