text,label,spam_categories,target_Bank Scam,target_Gambling,target_General Spam,target_Phishing,cleaned_text,nb_label
Anything lor... U decide...,Ham,[],0,0,0,0,anything lor u decide,Ham
"#BDOStopScam: Have a joyful holiday season free of scams! Remember that if it has a link, it's likely phishing. Don't click links!",Ham,[],0,0,0,0,bdostopscam joyful holiday season free scamsi remember link likely phishing dont click linksi,Ham
"Got a text that your points are expiring today? Redeem your rewards only on the GlobeOne app, NOT through links! AlagangGlobe Tip #4: You can now report scam message on GlobeOne. Click on Essentials > StopSpam. Safe tayo on GlobeOne!",Ham,[],0,0,0,0,got text your point expiring today redeem your reward only globeone app not linksi alagangglobe tip you now report scam message globeone click essential stopspam safe globeonei,Ham
Part-time Job hiring! Zalora is looking for staff. Earn P800-P2000 daily. Apply: bit.ly/secure-ph-830902,Phishing,['Phishing'],0,0,0,1,parttime job hiringi zalora looking staff earn pboopooo daily apply urllink,Spam
"Congratulations GCash User! You have received P25,500 from GCash Loyalty Team. Claim your cash by clicking the link below. Claim your cash at gcash-receivedmoney.website/claim Thank you for choosing GCash App.","Bank Scam, Phishing","['Bank Scam', 'Phishing']",1,0,0,1,congratulation gcash useri you received pssoo gcash loyalty team claim your cash clicking link claim your cash gcashreceivedmoneywebsiteclaim thank you choosing gcash app,Spam
"What's up bruv, hope you had a great break. Do have a rewarding semester.",Ham,[],0,0,0,0,whats bruv hope you great break rewarding semester,Ham
Upgrade to an energy efficient refrigerator! Buy Samsung 2-Door Ref & pay lighter in installments for up to 24 months via GGives! Visit the GCash dashboard to learn more.,Ham,[],0,0,0,0,upgrade energy efficient refrigeratori buy samsung door ref pay lighter installment month via ggivesi visit gcash dashboard learn more,Ham
GrabExpress: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: wa.me/63912345678,Phishing,['Phishing'],0,0,0,1,grabexpress failed delivery attempt your package held warehouse pay fee redeliver wamegegieasgtb,Spam
"Kapos na ang data pero sweldo ay wala pa? Don't worry! Sa TNT UTANG NA LOAD, may 200 MB ka pang internet ngayon, at sa next top up na ang bawas! Dial *5623# now!",Ham,[],0,0,0,0,kapos data pero sweldo wala dont worryi tnt utang load may oo mb ka pang internet ngayon next top bawasi dial sge nowi,Ham
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-973136,Phishing,['Phishing'],0,0,0,1,facebook warning your page disabled appeal now urllink,Spam
WINNER! Chosen ur cell # for P1M Shell anniversary promo. Call now: 09283334444,Phishing,['Phishing'],0,0,0,1,winneri chosen ur cell pim shell anniversary promo call now ogbeeeaaaa,Spam
15/07 20:30: P50.00 loaded to 09129094503 from 09483015715 for 1 year. Ref:8GF3RI0A0X !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,Ham,[],0,0,0,0,isot oeo psooo loaded ogigogasoe ogabeoistis year refbgferioaox iuse ie smrtphgigalifeapp get double giga video storiesi,Ham
Laro na sa 747LIVE! Get 200% bonus pag nag-register today. Link d2: bit.ly/secure-ph-873712,Gambling,['Gambling'],0,1,0,0,laro tatlivei get oo bonus pag nagregister today link urllink,Spam
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.eu","Gambling, Phishing","['Gambling', 'Phishing']",0,1,0,1,dumoble deposit dito lamang panalokai ooo magiging aoooi claim your eoo first bonusi panalokaeu,Spam
"Hi there! You still have a few days left to grab your FREE 150MB for surfing valid for 2 days! Just load at least P10 one time by 08/01/2023. #BestTimeWithGlobe If you've already claimed your freebie, please disregard this message. REF#: FGRT1",Ham,[],0,0,0,0,hi therei you still day left grab your free isomb surfing valid daysi just load least pio one time oboioe besttimewithglobe youve already claimed your freebie please disregard message ref fgrti,Ham
"May TNT UTANG NA LOAD in case of emergencies ngayong Tag-ulan! You can get up to 200 MB now, pay P10 on your next top up! Dial *5623# now!",Ham,[],0,0,0,0,may tnt utang load case emergency ngayong tagulani you get oo mb now pay pio your next top upi dial sge nowi,Ham
"We're here to help you stay connected to your loved ones with 5 minutes of all-net calls, 5 all-net texts, and 50MB of data (valid for 1 day). Text ALLSOS to 3733. P6 will be collected on your next reload. Offer is valid until Feb 19,2026. Take care!",Ham,[],0,0,0,0,here help you stay connected your loved one minute allnet call allnet text somb data cvalid day text allsos etee pg collected your next reload offer valid feb igog take carei,Ham
Apple ID: Someone logged in from China. Secure account: bit.ly/secure-ph-165570,Phishing,['Phishing'],0,0,0,1,apple id someone logged china secure account urllink,Spam
Your RCBC credit card has been used for P800k. Report if unauthorized: bit.ly/secure-ph-458841,Bank Scam,['Bank Scam'],1,0,0,0,your rcbc credit card used pbook report unauthorized urllink,Spam
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,General Spam,['General Spam'],0,0,1,0,grb new service live sex video chat your mob see sexiest dirtiest girl live ur phone detail text horny bgoto cancel send stop bgoto,Spam
Shopper survey: Rate our service to get a free burger. Claim your prize now.,Phishing,['Phishing'],0,0,0,1,shopper survey rate our service get free burger claim your prize now,Spam
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,General Spam,['General Spam'],0,0,1,0,win urgenti your mobile number awarded ooo prize guaranteed call ogogitgoii land line claim eoeo valid ihrs only isoppm,Spam
"Mag-recharge ng P177 araw-araw para makakuha ng P177 cash, 100% lucky wheel win!  sdof3.bid",Gambling,['Gambling'],0,1,0,0,magrecharge pitt arawaraw makakuha pitt cash ioo lucky wheel wini sdofebid,Spam
"Hi Mr/Ms CHRISTOPHER, RDCN: 80923 can be claimed at any RDPawnshop, RDCredit, Penbank & Villarica branches. Please present valid ID. Thank you!",Ham,[],0,0,0,0,hi mrms christopher rdcn boge claimed rdpawnshop rdcredit penbank villarica branch please present valid id thank youi,Ham
"Winning Plus Tuesday Slots: Win Oppo Reno 11 Pro 5G + 512GB worth 31,999p + 30% daily bonus. Register now at Wplayace.de .",Gambling,['Gambling'],0,1,0,0,winning plus tuesday slot win oppo reno ii pro sg sigb worth eigggp eo daily bonus register now wplayacede,Spam
"Elevate your gaming prowess with WinningPlus! Enjoy a 100% deposit bonus !    WinPlusna.eu    And win up to P10,000! Join now!",General Spam,['General Spam'],0,0,1,0,elevate your gaming prowess winningplusi enjoy ioo deposit bonus winplusnaeu win piooooi join nowi,Spam
Paldo talaga kapag nag download ng Panalobet App!  Easy P58 agad!  Idagdag mo pa ang 200% Welcome Bonus!  Sign Up now! ta777.tv/Omd,Gambling,['Gambling'],0,1,0,0,paldo talaga kapag nag download panalobet appi easy psb agadi idagdag oo welcome bonusi sign nowi tattttvomd,Spam
"C0NGRATS! Ur number won P1M from Petron. To claim prize, pls call Atty. Reyes 09283334444. DTI#0921",Phishing,['Phishing'],0,0,0,1,congratsi ur number pim petron claim prize pls call atty reyes ogbeeeaaaa dtiogi,Spam
"578090 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,[],0,0,0,0,stbogo your authentication code your protection not share code anyone yyafcynqsw,Ham
Daily Bible verse: Expect a surprise today. 5 pesos per day. Text STOP to 1234.,General Spam,['General Spam'],0,0,1,0,daily bible verse expect surprise today peso per day text stop iea,Spam
Claim your FREEBIE of unli calls and texts to Globe/TM valid for 5 days now! Simply load at least P90 one time before 11/25/2025. REF#: FGRN21,Ham,[],0,0,0,0,claim your freebie unli call text globetm valid day nowi simply load least pgo one time iisos ref fgrni,Ham
I’m so excited for the concert tonight!,Ham,[],0,0,0,0,im excited concert tonighti,Ham
Metrobank Notice: Urgent security update required for your online banking. Login: bit.ly/ph-41652,Bank Scam,['Bank Scam'],1,0,0,0,metrobank notice urgent security update required your online banking login urllink,Spam
I sent you &lt;#&gt; bucks,Ham,[],0,0,0,0,sent you ltgt buck,Ham
J&T Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-709710,Phishing,['Phishing'],0,0,0,1,jt express parcel held distribution center pay custom fee urllink,Spam
You are invited to be part of Panalobet! Over 5000 games here you can get 200% welcome bonus! Register now to get 99 signup bonus! Login: pb89ph.com/5a7,Gambling,['Gambling'],0,1,0,0,you invited part panalobeti sooo game here you get oo welcome bonusi register now get gg signup bonusi login pbbgphcomsat,Spam
At home watching tv lor.,Ham,[],0,0,0,0,home watching tv lor,Ham
"You have received 200.00 of GCash from BDO Unibank, Inc. with account ending in 6177. Your new balance is 210.77 04-05-23 12:22 AM. Ref. No. 171735. Use now to buy load, purchase items, send money, pay bills, and a lot more!",Ham,[],0,0,0,0,you received oooo gcash bdo unibank inc account ending gitt your new balance iott oaose ref no itites use now buy load purchase item send money pay bill lot morei,Ham
GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-943297,Phishing,['Phishing'],0,0,0,1,grabexpress parcel held distribution center pay custom fee urllink,Spam
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-998455 to avoid deactivation.,Gambling,['Gambling'],0,1,0,0,sim registration huling babalai register your sim urllink avoid deactivation,Spam
May instant extra budget ka na sa supermarket with GGives! Just scan the GCash QR code and choose GGives para sa madaliang bayaran up to 24 months na walang downpayment. Your GGives eligibility is subject to regular review. Check your GGives dashboard before use to ensure eligibility.,Ham,[],0,0,0,0,may instant extra budget ka supermarket ggivesi just scan gcash qr code choose ggives madaliang bayaran month walang downpayment your ggives eligibility subject regular review check your ggives dashboard use ensure eligibility,Ham
Taos-puso kang iniimbitahan ng kumpanya ng 177BET na maging aming promoter! Ang sahod ay binabayaran araw-araw! Sana makasama ka sa amin!  aa.177beti.xyz/Fsd57,Gambling,['Gambling'],0,1,0,0,taospuso kang iniimbitahan kumpanya ittbet maging aming promoteri sahod binabayaran arawarawi sana makasama ka amini aaittbetixyzfsdst,Spam
ang haba ng pila sa sakayan ngayon,Ham,[],0,0,0,0,haba pila sakayan ngayon,Ham
Health advisory: Our mobile banking app will be down from 12AM to 4AM. Reply HELP for more info.,General Spam,['General Spam'],0,0,1,0,health advisory our mobile banking app iam aam reply help more info,Spam
You have received PHP 600.00 of GCash from BA***A A. 09679780077 w/ MSG: . Your new balance is PHP 600.57. Ref. No. 3010472327314.,Ham,[],0,0,0,0,you received php goooo gcash baa oggtgtboott w msg your new balance php goost ref no eoioateteia,Ham
"PCSO: Lucky number mo nanalo ng 250,000 PHP! Tawagan si Secretary Gomez 09388896634.",General Spam,['General Spam'],0,0,1,0,pcso lucky number nanalo soooo phpi tawagan si secretary gomez ogebbbgggea,Spam
"C0NGRATS! Napili ur # for P800k from Lazada Anniversary. To claim, call Atty. Lopez 09224149631.",Phishing,['Phishing'],0,0,0,1,congratsi napili ur pbook lazada anniversary claim call atty lopez ogaiaggei,Spam
"Goodmorning Leivette, you have an appointment today @ 3:30pm. Clinic Protocol: Please wear Socks upon Using the Provided Slippers and kindly put them back on the Shelves. Thank you-CLINICA NUYAD",Ham,[],0,0,0,0,goodmorning leivette you appointment today eeopm clinic protocol please wear sock upon using provided slipper kindly put back shelf thank youclinica nuyad,Ham
"Enjoy a low fee of only P10 when you Send Money via InstaPay with the new BDO Online app! Got a BDO Online Banking account? Do this: 1. On the login screen, tap Need help logging in? > I'd like to reset my password 2. Set a new password. 3. Log in with your Online Banking username and new password. Download now!",Ham,[],0,0,0,0,enjoy low fee only pio you send money via instapay new bdo online appi got bdo online banking account login screen tap need help logging id like reset password set new password e log your online banking username new password download nowi,Ham
Easy money! Like and follow for Shopee and get 440 daily. Apply now: wa.me/639404015118,Phishing,['Phishing'],0,0,0,1,easy moneyi like follow shopee get aao daily apply now wamegegaoaoisiib,Spam
"Small bet, big dreams! With 10 pesos, explore the thrill of winning 60k in Golden Empire. Play now at promolink.st/djjPAWhlWNa.",General Spam,['General Spam'],0,0,1,0,small bet big dreamsi io peso explore thrill winning gok golden empire play now promolinkstdjjpawhlwna,Spam
"Top Casino Bingo, Slots, Geely Users Mag sign Up upang Magpadala ng Cash 66 (http://pfjh.store)","Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,top casino bingo slot geely user mag sign upang magpadala cash gg curllink,Spam
Karenderya na lang tayo,Ham,[],0,0,0,0,karenderya,Ham
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-678944 to avoid deactivation.,Gambling,['Gambling'],0,1,0,0,sim registration huling babalai register your sim urllink avoid deactivation,Spam
10 min later k...,Ham,[],0,0,0,0,io min later k,Ham
"Your One-Time Password (OTP) is 705625, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.417022",Ham,[],0,0,0,0,your onetime password cotp tosgs please enter within minute call bdo customer contact center you not login your account refnoaito,Ham
Can I borrow your textbook for a couple of hours?,Ham,[],0,0,0,0,borrow your textbook couple hour,Ham
Withdraw your winnings in 2 mins! Join 747LIVE now and get 496 free: bit.ly/secure-ph-817442,General Spam,['General Spam'],0,0,1,0,withdraw your winning minsi join tatlive now get agg free urllink,Spam
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,General Spam,['General Spam'],0,0,1,0,hi im sue year old work lapdancer love sex text live im bedroom now text sue bgsss textoperator g ida isoppmsg ibt,Spam
"Hi, I'm recruiter for Lazada. Your profile is selected for 3000-8000 pay. Info: bit.ly/secure-ph-689204",General Spam,['General Spam'],0,0,1,0,hi im recruiter lazada your profile selected eooobooo pay info urllink,Spam
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Ham,[],0,0,0,0,ummmmmaah many many happy return day dear sweet heart happy birthday dear,Ham
Your Tinder code is 245355 Don't share @tinder.com #245355,Ham,[],0,0,0,0,your tinder code asess dont share atindercom asess,Ham
"h. Libreng 48-888 bonus, withdrawable funds, magmadali, 75932.cz",General Spam,['General Spam'],0,0,1,0,h libreng abbbb bonus withdrawable fund magmadali tsgecz,Spam
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.is/-UpdateMyBDO",Bank Scam,['Bank Scam'],1,0,0,0,banco de oro your account restricted due unrecognized attempt failure take action result account termination within hour update here shortenisupdatemybdo,Spam
Hiring: Shopee Part-time/Homebase. Earn 1k-3k daily using phone. Msg us: bit.ly/update-ph-2025,Phishing,['Phishing'],0,0,0,1,hiring shopee parttimehomebase earn ikek daily using phone msg u urllink,Spam
"Your One-time PIN is 740171. Please enter this code within 5 minutes. In case you didn't request for an OTP, simply ignore this message. Have a wonderful day!",Ham,[],0,0,0,0,your onetime pin taoiti please enter code within minute case you didnt request otp simply ignore message wonderful dayi,Ham
"<REAL NAME>, Get 5% Deposit bonus using PAYMAYA at UNIBET! Invite friends to UNIBET and earn up to PHP70,000! unibet4.com",Bank Scam,['Bank Scam'],1,0,0,0,real name get deposit bonus using paymaya unibeti invite friend unibet earn phptooooi unibetacom,Spam
You asked for it. We built it. Heto na ang mas pinadaling pag reload at pag bili ng promo sa GigaLife App! Punta na sa smrt.ph/GigaLifeApp!,Ham,[],0,0,0,0,you asked we built heto ma pinadaling pag reload pag bili promo gigalife appi punta smrtphgigalifeappi,Ham
"775453 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,[],0,0,0,0,ttsase your authentication code your protection not share code anyone yyafcynqsw,Ham
"<REAL NAME>, Claim your free P50 & another P50 for inviting a friend. Sign-up now here duopromo1.com",Phishing,['Phishing'],0,0,0,1,real name claim your free pso another pso inviting friend signup now here duopromoicom,Spam
Mag-register na sa EPwin at makakuha ng 180% Welcome Bonus hanggang 15k pesos + 1.2% araw-araw na rebate sa epicgamb.de! Huwag palampasin!,General Spam,['General Spam'],0,0,1,0,magregister epwin makakuha igbo welcome bonus hanggang isk peso arawaraw rebate epicgambdei huwag palampasini,Spam
Check audrey's status right now,Ham,[],0,0,0,0,check audreys status right now,Ham
You are the lucky winner of Galaxy S24 from PCSO Promo. Call 09324563799.,Phishing,['Phishing'],0,0,0,1,you lucky winner galaxy pcso promo call ogeasgetgg,Spam
Looking for extra income? Remote Staff needs 50 people for remote work. Register: bit.ly/secure-ph-956176,Gambling,['Gambling'],0,1,0,0,looking extra income remote staff need people remote work register urllink,Spam
MA'AM/SIR! Security Bank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-763463,Bank Scam,['Bank Scam'],1,0,0,0,maamsiri security bank iaccess need validation due suspicious activity urllink,Spam
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,Ham,[],0,0,0,0,yeah got v apologetic n fallen actin like spoilt child got caught till we wont go therei not badly cheer you,Ham
"The BDO Online app lets you bank your way! View and manage your accounts with enhanced security and convenient features. Download the BDO Online app now as the old BDO Digital Banking app will be deactivated on August 19, 2024. Just log in with your existing username and password.",Ham,[],0,0,0,0,bdo online app let you bank your wayi view manage your account enhanced security convenient feature download bdo online app now old bdo digital banking app deactivated august ig oa just log your existing username password,Ham
"To activate SLoan, enter verification code: 156222. Valid for 15 mins. NEVER share this code with others under any circumstances. PW42aWeqbj5",Ham,[],0,0,0,0,activate sloan enter verification code isg valid min never share code others circumstance pwaaweqbjs,Ham
"NINJAVAN: Delivery failed, incorrect number. Update d2: ninjavan-number-fix.ph",Phishing,['Phishing'],0,0,0,1,ninjavan delivery failed incorrect number update ninjavannumberfixph,Spam
"TIME TO APP-GRADE! Switch to the new BDO Online app by August 19, 2024, to continue to view your account balances and make transactions. Just log in with your existing username and password! If you are unable to log in, tap ""Need help logging in?"" to retrieve your username or reset your password.",Ham,[],0,0,0,0,time appgradei switch new bdo online app august ig oa continue view your account balance make transaction just log your existing username passwordi you unable log tap need help logging retrieve your username reset your password,Ham
Exclusive offer: Diskwento sa lahat ng school supplies! Show this SMS.,General Spam,['General Spam'],0,0,1,0,exclusive offer diskwento lahat school suppliesi show sm,Spam
Claim your FREEBIE of 350MB for surfing valid for 3 days now! Simply load at least P50 one time before 01/31/2024. REF#: FGRN17,Ham,[],0,0,0,0,claim your freebie esomb surfing valid e day nowi simply load least pso one time oieioa ref fgrnit,Ham
Work from home! Facebook Affiliate online tasks. P556 per order. Msg us: wa.me/639601193834,Phishing,['Phishing'],0,0,0,1,work homei facebook affiliate online task pssg per order msg u wamegeggoiigebea,Spam
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",General Spam,['General Spam'],0,0,1,0,double min iooo txts orange tariff latest motorola sonyericsson nokia bluetooth freei call mobileupdb obooobegao calloptouthfb,Spam
PNB: Ur account is flagged for verification. Pls verify identity now d2: bit.ly/secure-ph-724677,Bank Scam,['Bank Scam'],1,0,0,0,pnb ur account flagged verification pls verify identity now urllink,Spam
approve na ba yung vl mo,Ham,[],0,0,0,0,approve vl,Ham
"More data para ‘di bitin? With Borrow Load, kaya palang mag-upgrade to ALL ACCESS 99 for 15 days of sulit data!",Ham,[],0,0,0,0,more data bitin borrow load kaya palang magupgrade all access gg day sulit datai,Ham
"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 100.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 456332.",Ham,[],0,0,0,0,you request bank transfer bdo unibank inc account no ending gitt amount php ioooo not dont enter your otp site send anyone scami you requested your otp asgee,Ham
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-199248,Phishing,['Phishing'],0,0,0,1,shopee xpress parcel held distribution center pay custom fee urllink,Spam
Your new GCash American Express Virtual Pay security code is 5366. You may change this code anytime via *143# or the GCash Mobile App for your security. Trace No 828323. Globe GCash. Love the way you pay.,Ham,[],0,0,0,0,your new gcash american express virtual pay security code segg you may change code anytime via iae gcash mobile app your security trace no bbee globe gcash love way you pay,Ham
"Ay, na-click! Beware of messages with links to claim your prize or redeem thousands of Rewards points. Remember these #AlagangGlobe tips: 1. DON'T CLICK suspicious links even if the sender is ""GLOBE"". Globe will NEVER send links in texts. 2. Redeem rewards only on the GlobeOne app. 3. Keep your device software updated to stay protected against security threats. Take care!",Ham,[],0,0,0,0,naclicki beware message link claim your prize redeem thousand reward point remember alagangglobe tip dont click suspicious link even sender globe globe never send link text redeem reward only globeone app e keep your device software updated stay protected security threat take carei,Ham
"Magparehistro para makakuha ng 7777, tumaya araw-araw:‚ÄÄluck1.auction/F20","Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,magparehistro makakuha tttt tumaya arawarawääluckiauctionfo,Spam
Thats cool. i am a gentleman and will treat you with dignity and respect.,Ham,[],0,0,0,0,thats cool gentleman treat you dignity respect,Ham
Kanya kanyang bayad uy,Ham,[],0,0,0,0,kanyang bayad uy,Ham
"Hi Mr/Ms <NAME>, RDCN 43902 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,[],0,0,0,0,hi mrms name rdcn aego claimed rdpawnshop penbank villarica truemoney branch please present valid id thank youi,Ham
"Metrobank Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: bit.ly/update-ph-2025",Bank Scam,['Bank Scam'],1,0,0,0,metrobank alert may login attempt mula bagong device hindi ikaw isecure account urllink,Spam
Work from home! Lazada online tasks. P682 per order. Msg us: wa.me/639487666870,Phishing,['Phishing'],0,0,0,1,work homei lazada online task pgb per order msg u wamegegabtgggbto,Spam
BOSS! Swerte mo today. Panalo na sa SUREWIN. Free 965 credits: bit.ly/secure-ph-319382,Gambling,['Gambling'],0,1,0,0,bossi swerte today panalo surewin free ggs credit urllink,Spam
Globe/Smart: Redeem your unclaimed Honda Click 125i now. Click to claim: bit.ly/secure-ph-537206,General Spam,['General Spam'],0,0,1,0,globesmart redeem your unclaimed honda click isi now click claim urllink,Spam
Bukas ba yung library ngayon,Ham,[],0,0,0,0,bukas library ngayon,Ham
Online shopping para sa Pasko? Use SPayLater to buy now and pay later without worry! Activate now to enjoy our exclusive promotions: https://shp.ee/mvbcukc,Ham,[],0,0,0,0,online shopping pasko use spaylater buy now pay later without worryi activate now enjoy our exclusive promotion urllink,Ham
Good day! Im recruiter from Amazon PH. Your resume is qualified for 5k/day job. Click to apply: tinyurl.com/win-today-ph,Phishing,['Phishing'],0,0,0,1,good dayi im recruiter amazon ph your resume qualified skday job click apply urllink,Spam
"Your One-Time Password (OTP) is 279721, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.732379",Ham,[],0,0,0,0,your onetime password cotp tgti please enter within minute call bdo customer contact center you not login your account refnoteetg,Ham
Happy Weekend! Magrelax at Mag-Enjoy kasama ang pamilya! May Special Register B0NUS 8p CA$H Prize and chance to win of Golden Egg Draw! knetww.com/LiveAPP,General Spam,['General Spam'],0,0,1,0,happy weekendi magrelax magenjoy kasama pamilyai may special register bonus bp cash prize chance win golden egg drawi knetwwcomliveapp,Spam
06/05 19:05: P50.00 loaded to 09129094503 for 1 year. Ref:9E640CIGLW. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,[],0,0,0,0,ogos igos psooo loaded ogigogasoe year refgegaociglw use gigalife app best promos dealsi smrtphgigalifeapp,Ham
Ur the lucky winner of Toyota Vios from Smart GigaLife. Valid for 24hrs. Pls call 09915069201.,Phishing,['Phishing'],0,0,0,1,ur lucky winner toyota vios smart gigalife valid ahrs pls call oggisoggoi,Spam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-546800,Phishing,['Phishing'],0,0,0,1,netflix ph your membership hold update payment continue urllink,Spam
Work from home! Amazon PH online tasks. P650 per order. Msg us: wa.me/639661719889,Phishing,['Phishing'],0,0,0,1,work homei amazon ph online task pgso per order msg u wamegegggitigbbg,Spam
BDO: Your account is detected suspicious login. Please verify identity now to avoid deactivation: wa.me/63912345678,Bank Scam,['Bank Scam'],1,0,0,0,bdo your account detected suspicious login please verify identity now avoid deactivation wamegegieasgtb,Spam
ikaw na mag sampay ng damit,Ham,[],0,0,0,0,ikaw mag sampay damit,Ham
747LIVE: Malambot ang slots today! Register na & get free credits. Laro na: bit.ly/ph-32569,Gambling,['Gambling'],0,1,0,0,tatlive malambot slot todayi register get free credit laro urllink,Spam
"Enjoy a GigaLife of Surprises! Stay tuned for exciting promos, discounts and freebies every week, all year round! Find it all on smrt.ph/GigaLifeApp",Ham,[],0,0,0,0,enjoy gigalife surprisesi stay tuned exciting promos discount freebie every week all year roundi find all smrtphgigalifeapp,Ham
Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177beta.xyz,Gambling,['Gambling'],0,1,0,0,gawin iyong unang deposito ittp ittbet makakuha ioo deposit bonusi doblehin iyong deposito ngayoni huwag itong palampasini ittbetaxyz,Spam
"Enjoy NEW VOUCHERS from Go+99! You can choose a free discount voucher for SM, Watsons, Grab, Lazada, or AirAsia on top of 16GB total data, and unli allnet texts, valid for 7 days. Register now via GCash! No advisories? Text OFF to 2686 for free.",Ham,[],0,0,0,0,enjoy new voucher gotggi you choose free discount voucher sm watson grab lazada airasia top iggb total data unli allnet text valid day register now via gcashi no advisory text gbg free,Ham
How long does applebees fucking take,Ham,[],0,0,0,0,long applebees fucking take,Ham
We value your feedback. Earn money by answering online surveys! Click here to start earning.,General Spam,['General Spam'],0,0,1,0,we value your feedback earn money answering online surveysi click here start earning,Spam
Verify your RCBC mobile number to avoid account deletion. Update here: bit.ly/secure-ph-961153,Bank Scam,['Bank Scam'],1,0,0,0,verify your rcbc mobile number avoid account deletion update here urllink,Spam
"Hi, I'm recruiter for Data Encoder. Your profile is selected for P800-P2000 pay. Info: bit.ly/secure-ph-390684",General Spam,['General Spam'],0,0,1,0,hi im recruiter data encoder your profile selected pboopooo pay info urllink,Spam
"Did you request to SEND MONEY to PR*****S JA*E T.'s GCash number, 09691865945 with amount of PHP 170.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 415051.",Ham,[],0,0,0,0,you request send money pr jae t gcash number ogggibgsgas amount php itooo not dont enter your otp site send anyone scami you requested your otp aisosi,Ham
"Your One-Time Password (OTP) is 389281, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.205515",Ham,[],0,0,0,0,your onetime password cotp ebgbi please enter within minute call bdo customer contact center you not login your account refnoossis,Ham
Mega sale! Libreng shipping voucher para sayo. Punta na sa nearest store.,Phishing,['Phishing'],0,0,0,1,mega salei libreng shipping voucher sayo punta nearest store,Spam
Winner! Chosen mobile # for P300k Petron lucky draw. Claim at 09858221158.,Phishing,['Phishing'],0,0,0,1,winneri chosen mobile peook petron lucky draw claim ogbsbiisb,Spam
Sira yung machine sa kanto,Ham,[],0,0,0,0,sira machine kanto,Ham
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",Ham,[],0,0,0,0,today song dedicated day song u dedicate send all ur valuable frnds first rply,Ham
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,Ham,[],0,0,0,0,hmmmy uncle just informed he paying school directly pls buy food,Ham
747LIVE Sign up today! Get 302 bonus for new players. Link: bit.ly/ph-90226,Gambling,['Gambling'],0,1,0,0,tatlive sign todayi get eo bonus new player link urllink,Spam
"Hi! As of 08/23/22 11:03, there is 99.70MB left from your SURF4ALL group promo. This is valid until 08/24/22 21:39.",Ham,[],0,0,0,0,hii obe iioe ggtomb left your surfaall group promo valid oba ieg,Ham
